"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
2,42.75,4.085,2,1,1,8,0.04,1,1,0,0,1,108,100,"-"
2,26.92,2.25,2,1,7,1,0.5,1,1,0,0,1,640,4000,"-"
2,33.75,2.75,2,1,7,1,0,1,1,0,0,1,180,0,"-"
2,38.92,1.75,2,1,9,8,0.5,1,1,0,0,1,300,2,"-"
2,62.75,7,2,1,5,9,0,1,1,0,0,1,0,12,"-"
2,26.75,4.5,3,3,2,1,2.5,1,1,0,0,1,200,1210,"-"
2,63.33,0.54,2,1,2,8,0.585,2,2,3,3,1,180,0,"-"
2,27.83,1.5,2,1,13,8,2.25,1,2,1,1,1,100,3,"-"
1,26.17,2,2,1,8,5,0,1,1,0,0,1,276,1,"-"
2,22.17,0.585,3,3,6,3,0,1,1,0,0,1,100,0,"-"
2,22.5,11.5,3,3,10,8,1.5,1,1,0,0,1,0,4000,"-"
2,30.75,1.585,2,1,4,8,0.585,1,1,0,0,3,0,0,"-"
2,36.67,2,2,1,7,8,0.25,1,1,0,0,1,221,0,"-"
1,16,0.165,2,1,1,8,1,1,2,2,2,1,320,1,"-"
2,41.17,1.335,2,1,4,8,0.165,1,1,0,0,1,168,0,"-"
1,19.5,0.165,2,1,11,8,0.04,1,1,0,0,1,380,0,"-"
2,32.42,3,2,1,4,8,0.165,1,1,0,0,1,120,0,"-"
1,36.75,4.71,2,1,6,3,0,1,1,0,0,1,160,0,"-"
1,30.25,5.5,2,1,9,8,5.5,1,1,0,0,3,100,0,"-"
2,23.08,2.5,2,1,6,3,0.085,1,1,0,0,1,100,4208,"-"
2,26.83,0.54,2,1,9,3,0,1,1,0,0,1,100,0,"-"
2,16.92,0.335,3,3,9,8,0.29,1,1,0,0,3,200,0,"-"
2,24.42,2,2,1,5,2,0.165,1,2,2,2,1,320,1300,"-"
2,42.83,1.25,2,1,10,8,13.875,1,2,1,1,1,352,112,"-"
1,22.75,6.165,2,1,1,8,0.165,1,1,0,0,1,220,1000,"-"
2,39.42,1.71,3,3,10,8,0.165,1,1,0,0,3,400,0,"-"
1,23.58,11.5,3,3,9,4,3,1,1,0,0,1,20,16,"-"
2,21.42,0.75,3,3,12,6,0.75,1,1,0,0,1,132,2,"-"
2,33,2.5,3,3,13,8,7,1,1,0,0,1,280,0,"-"
2,26.33,13,2,1,5,2,0,1,1,0,0,1,140,1110,"-"
1,45,4.585,2,1,9,4,1,1,1,0,0,3,240,0,"-"
2,26.25,1.54,2,1,13,8,0.125,1,1,0,0,1,100,0,"-"
1,20.83,0.5,3,3,5,2,1,1,1,0,0,1,260,0,"-"
2,28.67,14.5,2,1,4,8,0.125,1,1,0,0,1,0,286,"-"
2,20.67,0.835,3,3,2,8,2,1,1,0,0,3,240,0,"-"
2,34.42,1.335,2,1,7,1,0.125,1,1,0,0,1,440,4500,"-"
2,33.58,0.25,2,1,7,1,4,1,1,0,0,3,420,0,"-"
2,43.17,5,2,1,7,1,2.25,1,1,0,0,1,141,0,"-"
1,22.67,7,2,1,2,8,0.165,1,1,0,0,1,160,0,"-"
1,24.33,2.5,3,3,7,1,4.5,1,1,0,0,1,200,456,"-"
1,56.83,4.25,3,3,6,3,5,1,1,0,0,1,0,4,"-"
2,22.08,11.46,2,1,9,8,1.585,1,1,0,0,1,100,1212,"-"
2,34,5.5,3,3,2,8,1.5,1,1,0,0,1,60,0,"-"
2,22.58,1.5,3,3,1,8,0.54,1,1,0,0,1,120,67,"-"
2,21.17,0,2,1,2,8,0.5,1,1,0,0,3,0,0,"-"
2,26.67,14.585,2,1,7,1,0,1,1,0,0,1,178,0,"-"
2,22.92,0.17,2,1,10,8,0.085,1,1,0,0,3,0,0,"-"
2,15.17,7,2,1,5,8,1,1,1,0,0,1,600,0,"-"
2,39.92,5,2,1,7,1,0.21,1,1,0,0,1,550,0,"-"
2,27.42,12.5,2,1,1,1,0.25,1,1,0,0,1,720,0,"-"
2,24.75,0.54,2,1,10,8,1,1,1,0,0,1,120,1,"-"
2,41.17,1.25,3,3,13,8,0.25,1,1,0,0,1,0,195,"-"
1,33.08,1.625,2,1,4,8,0.54,1,1,0,0,1,0,0,"-"
2,29.83,2.04,3,3,14,4,0.04,1,1,0,0,1,128,1,"-"
1,23.58,0.585,3,3,6,3,0.125,1,1,0,0,1,120,87,"-"
2,26.17,12.5,3,3,9,4,1.25,1,1,0,0,1,0,17,"-"
2,31,2.085,2,1,2,8,0.085,1,1,0,0,1,300,0,"-"
2,20.75,5.085,3,3,8,8,0.29,1,1,0,0,1,140,184,"-"
2,28.92,0.375,2,1,2,8,0.29,1,1,0,0,1,220,140,"-"
1,51.92,6.5,2,1,7,1,3.085,1,1,0,0,1,73,0,"-"
1,22.67,0.335,2,1,11,8,0.75,1,1,0,0,3,160,0,"-"
2,34,5.085,3,3,7,1,1.085,1,1,0,0,1,480,0,"-"
1,69.5,6,2,1,6,3,0,1,1,0,0,3,0,0,"-"
1,19.58,0.665,3,3,2,8,1,1,2,1,1,1,2000,2,"-"
2,16,3.125,2,1,13,8,0.085,1,2,1,1,1,0,6,"-"
2,17.08,0.25,2,1,11,8,0.335,1,2,4,4,1,160,8,"-"
2,31.25,2.835,2,1,6,3,0,1,2,5,5,1,176,146,"-"
2,25.17,3,2,1,2,8,1.25,1,2,1,1,1,0,22,"-"
1,22.67,0.79,2,1,7,8,0.085,1,1,0,0,1,144,0,"-"
2,40.58,1.5,2,1,7,1,0,1,1,0,0,3,300,0,"-"
2,22.25,0.46,2,1,9,8,0.125,1,1,0,0,1,280,55,"-"
1,22.25,1.25,3,3,6,3,3.25,1,1,0,0,1,280,0,"-"
2,22.5,0.125,3,3,9,8,0.125,1,1,0,0,1,200,70,"-"
2,23.58,1.79,2,1,2,8,0.54,1,1,0,0,1,136,1,"-"
2,38.42,0.705,2,1,2,8,0.375,1,2,2,2,1,225,500,"-"
1,26.58,2.54,3,3,6,3,0,1,1,0,0,1,180,60,"-"
2,35,2.5,2,1,7,8,1,1,1,0,0,1,210,0,"-"
2,20.42,1.085,2,1,11,8,1.5,1,1,0,0,1,108,7,"-"
2,29.42,1.25,2,1,13,8,1.75,1,1,0,0,1,200,0,"-"
2,26.17,0.835,2,1,3,8,1.165,1,1,0,0,1,100,0,"-"
2,33.67,2.165,2,1,2,8,1.5,1,1,0,0,2,120,0,"-"
2,24.58,1.25,2,1,2,8,0.25,1,1,0,0,1,110,0,"-"
1,27.67,2.04,2,1,13,8,0.25,1,1,0,0,1,180,50,"-"
2,37.5,0.835,2,1,5,8,0.04,1,1,0,0,1,120,5,"-"
2,49.17,2.29,2,1,6,3,0.29,1,1,0,0,1,200,3,"-"
2,33.58,0.335,3,3,3,8,0.085,1,1,0,0,1,180,0,"-"
2,51.83,3,3,3,6,3,1.5,1,1,0,0,1,180,4,"-"
2,22.92,3.165,3,3,2,8,0.165,1,1,0,0,1,160,1058,"-"
2,21.83,1.54,2,1,9,8,0.085,1,1,0,0,1,356,0,"-"
2,25.25,1,2,1,1,8,0.5,1,1,0,0,1,200,0,"-"
2,58.58,2.71,2,1,2,8,2.415,1,1,0,0,1,320,0,"-"
2,19,0,3,3,6,3,0,1,2,4,4,1,45,1,"-"
2,19.58,0.585,2,1,6,3,0,1,2,3,3,1,350,769,"-"
1,53.33,0.165,2,1,6,3,0,1,1,0,0,3,62,27,"-"
1,27.17,1.25,2,1,6,3,0,1,2,1,1,1,92,300,"-"
2,25.92,0.875,2,1,9,8,0.375,1,2,2,2,1,174,3,"-"
2,23.08,0,2,1,9,8,1,1,2,11,11,3,0,0,"-"
2,39.58,5,2,1,6,3,0,1,2,2,2,1,17,1,"-"
2,30.58,2.71,3,3,10,8,0.125,1,1,0,0,3,80,0,"-"
2,17.25,3,2,1,9,8,0.04,1,1,0,0,1,160,40,"-"
1,17.67,0,3,3,8,3,0,1,1,0,0,1,86,0,"-"
2,16.5,0.125,2,1,2,8,0.165,1,1,0,0,1,132,0,"-"
1,27.33,1.665,2,1,6,3,0,1,1,0,0,1,340,1,"-"
2,31.25,1.125,2,1,6,3,0,1,2,1,1,1,96,19,"-"
2,20,7,2,1,2,8,0.5,1,1,0,0,1,0,0,"-"
2,39.5,1.625,2,1,2,8,1.5,1,1,0,0,1,0,316,"-"
2,36.5,4.25,2,1,11,8,3.5,1,1,0,0,1,454,50,"-"
2,52.42,1.5,2,1,4,8,3.75,1,1,0,0,1,0,350,"-"
2,36.17,18.125,2,1,13,8,0.085,1,1,0,0,1,320,3552,"-"
2,29.67,0.75,3,3,2,8,0.04,1,1,0,0,1,240,0,"-"
2,36.17,5.5,2,1,7,1,5,1,1,0,0,1,210,687,"-"
2,25.67,0.29,3,3,2,8,1.5,1,1,0,0,1,160,0,"-"
1,24.5,2.415,3,3,2,8,0,1,1,0,0,1,120,0,"-"
2,24.08,0.875,2,1,10,8,0.085,1,2,4,4,1,254,1950,"-"
2,21.92,0.5,2,1,2,8,0.125,1,1,0,0,1,360,0,"-"
1,36.58,0.29,2,1,6,3,0,1,2,10,10,1,200,18,"-"
1,23,1.835,2,1,8,5,0,1,2,1,1,1,200,53,"-"
1,27.58,3,2,1,10,8,2.79,1,2,1,1,1,280,10,"-"
2,31.08,3.085,2,1,2,8,2.5,1,2,2,2,1,160,41,"-"
1,30.42,1.375,2,1,13,4,0.04,1,2,3,3,1,0,33,"-"
2,22.08,2.335,2,1,9,8,0.75,1,1,0,0,1,180,0,"-"
2,16.33,4.085,2,1,7,4,0.415,1,1,0,0,1,120,0,"-"
1,21.92,11.665,2,1,9,4,0.085,1,1,0,0,1,320,5,"-"
2,21.08,4.125,3,3,7,4,0.04,1,1,0,0,1,140,100,"-"
2,17.42,6.5,2,1,7,8,0.125,1,1,0,0,1,60,100,"-"
2,19.17,4,3,3,7,8,1,1,1,0,0,1,360,1000,"-"
2,20.67,0.415,2,1,2,8,0.125,1,1,0,0,1,0,44,"-"
2,26.75,2,2,1,4,8,0.75,1,1,0,0,1,80,0,"-"
2,23.58,0.835,2,1,7,4,0.085,1,1,0,0,1,220,5,"-"
2,39.17,2.5,3,3,7,4,10,1,1,0,0,3,200,0,"-"
2,22.75,11.5,2,1,7,8,0.415,1,1,0,0,1,0,0,"-"
1,16.92,0.5,2,1,7,8,0.165,1,2,6,6,1,240,35,"-"
2,23.5,3.165,3,3,9,8,0.415,1,2,1,1,1,280,80,"-"
1,17.33,9.5,2,1,1,8,1.75,1,2,10,10,1,0,10,"-"
2,23.75,0.415,3,3,2,8,0.04,1,2,2,2,1,128,6,"-"
2,34.67,1.08,2,1,10,8,1.165,1,1,0,0,3,28,0,"-"
2,74.83,19,3,3,6,3,0.04,1,2,2,2,1,0,351,"-"
2,28.17,0.125,3,3,9,8,0.085,1,1,0,0,1,216,2100,"-"
2,24.5,13.335,3,3,1,8,0.04,1,1,0,0,1,120,475,"-"
2,18.83,3.54,3,3,6,3,0,1,1,0,0,1,180,1,"-"
1,47.25,0.75,2,1,11,4,2.75,2,2,1,1,1,333,892,"+"
2,24.17,0.875,2,1,11,8,4.625,2,2,2,2,1,520,2000,"+"
2,39.25,9.5,2,1,10,8,6.5,2,2,14,14,1,240,4607,"+"
1,20.5,11.835,2,1,2,4,6,2,1,0,0,1,340,0,"+"
1,18.83,4.415,3,3,2,4,3,2,1,0,0,1,240,0,"+"
2,19.17,9.5,2,1,13,8,1.5,2,1,0,0,1,120,2206,"+"
1,25,0.875,2,1,14,4,1.04,2,1,0,0,1,160,5860,"+"
2,20.17,9.25,2,1,2,8,1.665,2,2,3,3,1,40,28,"+"
2,25.75,0.5,2,1,2,8,1.46,2,2,5,5,1,312,0,"+"
2,20.42,7,2,1,2,8,1.625,2,2,3,3,1,200,1391,"+"
2,39,5,2,1,3,8,3.5,2,2,10,10,1,0,0,"+"
1,64.08,0.165,2,1,6,3,0,2,2,1,1,1,232,100,"+"
2,28.25,5.125,2,1,14,8,4.75,2,2,2,2,1,420,7,"+"
1,28.75,3.75,2,1,2,8,1.085,2,2,1,1,1,371,0,"+"
2,31.33,19.5,2,1,2,8,7,2,2,16,16,1,0,5000,"+"
1,18.92,9,2,1,1,8,0.75,2,2,2,2,1,88,591,"+"
1,24.75,3,2,1,11,4,1.835,2,2,19,19,1,0,500,"+"
1,30.67,12,2,1,2,8,2,2,2,1,1,1,220,19,"+"
2,21,4.79,3,3,13,8,2.25,2,2,1,1,1,80,300,"+"
2,13.75,4,3,3,13,8,1.75,2,2,2,2,1,120,1000,"+"
1,46,4,2,1,8,5,0,2,1,0,0,1,100,960,"+"
1,44.33,0,2,1,2,8,2.5,2,1,0,0,1,0,0,"+"
2,20.25,9.96,2,1,5,2,0,2,1,0,0,1,0,0,"+"
2,22.67,2.54,3,3,2,4,2.585,2,1,0,0,1,0,0,"+"
1,60.92,5,2,1,1,8,4,2,2,4,4,1,0,99,"+"
2,16.08,0.75,2,1,2,8,1.75,2,2,5,5,1,352,690,"+"
1,28.17,0.375,2,1,11,8,0.585,2,2,4,4,1,80,0,"+"
2,39.17,1.71,2,1,14,8,0.125,2,2,5,5,1,480,0,"+"
1,30,5.29,2,1,5,2,2.25,2,2,5,5,1,99,500,"+"
2,22.83,3,2,1,10,8,1.29,2,2,1,1,1,260,800,"+"
1,22.5,8.5,2,1,11,8,1.75,2,2,10,10,1,80,990,"-"
1,28.58,1.665,2,1,11,8,2.415,2,1,0,0,1,440,0,"-"
2,45.17,1.5,2,1,2,8,2.5,2,1,0,0,1,140,0,"-"
2,41.58,1.75,2,1,9,8,0.21,2,1,0,0,1,160,0,"-"
1,57.08,0.335,2,1,7,1,1,2,1,0,0,1,252,2197,"-"
1,55.75,7.08,2,1,9,4,6.75,2,2,3,3,1,100,50,"-"
2,43.25,25.21,2,1,11,4,0.21,2,2,1,1,1,760,90,"-"
1,25.33,2.085,2,1,2,4,2.75,2,1,0,0,1,360,1,"-"
1,24.58,0.67,2,1,1,4,1.75,2,1,0,0,1,400,0,"-"
2,43.17,2.25,2,1,7,1,0.75,2,1,0,0,1,560,0,"-"
2,40.92,0.835,2,1,6,3,0,2,1,0,0,1,130,1,"-"
2,31.83,2.5,2,1,1,8,7.5,2,1,0,0,1,523,0,"-"
1,33.92,1.585,3,3,6,3,0,2,1,0,0,1,320,0,"-"
1,24.92,1.25,2,1,6,3,0,2,1,0,0,1,80,0,"-"
2,35.25,3.165,2,1,14,4,3.75,2,1,0,0,1,680,0,"-"
2,34.25,1.75,2,1,13,1,0.25,2,1,0,0,1,163,0,"-"
2,19.42,1.5,3,3,3,8,2,2,1,0,0,1,100,20,"-"
2,42.75,3,2,1,7,1,1,2,1,0,0,1,0,200,"-"
2,19.67,10,3,3,9,4,0.835,2,1,0,0,1,140,0,"-"
2,36.33,3.79,2,1,13,8,1.165,2,1,0,0,1,200,0,"-"
2,30.08,1.04,3,3,7,1,0.5,2,2,10,10,1,132,28,"-"
2,44.25,11,3,3,4,8,1.5,2,1,0,0,3,0,0,"-"
2,23.58,0.46,3,3,13,8,2.625,2,2,6,6,1,208,347,"-"
2,23.92,1.5,2,1,4,4,1.875,2,2,6,6,1,200,327,"+"
2,33.17,1,2,1,14,8,0.75,2,2,7,7,1,340,4071,"+"
2,48.33,12,2,1,10,8,16,2,1,0,0,3,110,0,"+"
2,76.75,22.29,2,1,5,9,12.75,2,2,1,1,1,0,109,"+"
2,51.33,10,2,1,7,1,0,2,2,11,11,1,0,1249,"+"
2,34.75,15,2,1,12,6,5.375,2,2,9,9,1,0,134,"+"
2,38.58,3.335,2,1,13,8,4,2,2,14,14,1,383,1344,"+"
1,22.42,11.25,3,3,14,4,0.75,2,2,4,4,1,0,321,"+"
2,41.92,0.42,2,1,2,4,0.21,2,2,6,6,1,220,948,"+"
2,29.58,4.5,2,1,13,8,7.5,2,2,2,2,1,330,0,"+"
1,32.17,1.46,2,1,13,8,1.085,2,2,16,16,1,120,2079,"+"
2,51.42,0.04,2,1,14,4,0.04,2,1,0,0,1,0,3000,"+"
1,22.83,2.29,2,1,11,4,2.29,2,2,7,7,1,140,2384,"+"
1,25,12.33,2,1,3,4,3.5,2,2,6,6,1,400,458,"+"
2,26.75,1.125,2,1,14,4,1.25,2,1,0,0,1,0,5298,"+"
2,23.33,1.5,2,1,2,4,1.415,2,1,0,0,1,422,200,"+"
2,24.42,12.335,2,1,11,4,1.585,2,1,0,0,1,120,0,"+"
2,42.17,5.04,2,1,11,4,12.75,2,1,0,0,1,92,0,"+"
1,20.83,3,2,1,1,8,0.04,2,1,0,0,1,100,0,"+"
2,23.08,11.5,2,1,13,4,2.125,2,2,11,11,1,290,284,"+"
1,25.17,2.875,2,1,14,4,0.875,2,1,0,0,1,360,0,"+"
2,43.08,0.375,3,3,2,8,0.375,2,2,8,8,1,300,162,"+"
1,35.75,0.915,2,1,1,8,0.75,2,2,4,4,1,0,1583,"+"
2,59.5,2.75,2,1,13,8,1.75,2,2,5,5,1,60,58,"+"
2,21,3,3,3,4,8,1.085,2,2,8,8,1,160,1,"+"
2,21.92,0.54,3,3,14,8,0.04,2,2,1,1,1,840,59,"+"
1,65.17,14,2,1,6,3,0,2,2,11,11,1,0,1400,"+"
1,20.33,10,2,1,2,4,1,2,2,4,4,1,50,1465,"+"
2,32.25,0.165,3,3,2,4,3.25,2,2,1,1,1,432,8000,"+"
2,30.17,0.5,2,1,2,8,1.75,2,2,11,11,1,32,540,"+"
2,25.17,6,2,1,2,8,1,2,2,3,3,1,0,0,"+"
2,39.17,1.625,2,1,2,8,1.5,2,2,10,10,1,186,4700,"+"
2,39.08,6,2,1,10,8,1.29,2,2,5,5,1,108,1097,"+"
2,31.67,0.83,2,1,14,8,1.335,2,2,8,8,1,303,3290,"+"
2,41,0.04,2,1,5,8,0.04,1,2,1,1,3,560,0,"+"
2,48.5,4.25,2,1,10,8,0.125,2,1,0,0,1,225,0,"+"
2,32.67,9,3,3,13,4,5.25,2,1,0,0,1,154,0,"+"
1,28.08,15,3,3,5,9,0,2,1,0,0,1,0,13212,"+"
2,73.42,17.75,2,1,6,3,0,2,1,0,0,1,0,0,"+"
2,64.08,20,2,1,14,4,17.5,2,2,9,9,1,0,1000,"+"
2,51.58,15,2,1,2,8,8.5,2,2,9,9,1,0,0,"+"
2,26.67,1.75,3,3,2,8,1,2,2,5,5,1,160,5777,"+"
2,25.33,0.58,2,1,2,8,0.29,2,2,7,7,1,96,5124,"+"
2,30.17,6.5,2,1,3,8,3.125,2,2,8,8,1,330,1200,"+"
2,27,0.75,2,1,2,4,4.25,2,2,3,3,1,312,150,"+"
2,34.17,5.25,2,1,13,8,0.085,1,1,0,0,1,290,6,"+"
2,38.67,0.21,2,1,9,8,0.085,2,1,0,0,1,280,0,"+"
2,25.75,0.75,2,1,2,1,0.25,2,1,0,0,1,349,23,"+"
1,46.08,3,2,1,2,8,2.375,2,2,8,8,1,396,4159,"+"
1,21.5,6,2,1,1,8,2.5,2,2,3,3,1,80,918,"+"
2,20.5,2.415,2,1,2,8,2,2,2,11,11,1,200,3000,"+"
1,29.5,0.46,2,1,9,8,0.54,2,2,4,4,1,380,500,"+"
2,29.83,1.25,3,3,9,8,0.25,1,1,0,0,1,224,0,"-"
2,20.08,0.25,2,1,11,8,0.125,1,1,0,0,1,200,0,"-"
2,23.42,0.585,2,1,2,4,0.085,2,1,0,0,1,180,0,"-"
1,29.58,1.75,3,3,9,8,1.25,1,1,0,0,1,280,0,"-"
2,16.17,0.04,2,1,2,8,0.04,1,1,0,0,1,0,0,"+"
2,32.33,3.5,2,1,9,8,0.5,1,1,0,0,1,232,0,"-"
2,47.83,4.165,2,1,14,1,0.085,1,1,0,0,1,520,0,"-"
2,20,1.25,3,3,9,8,0.125,1,1,0,0,1,140,4,"-"
2,27.58,3.25,3,3,11,4,5.085,1,2,2,2,1,369,1,"-"
2,22,0.79,2,1,13,8,0.29,1,2,1,1,1,420,283,"-"
2,19.33,10.915,2,1,2,1,0.585,1,2,2,2,1,200,7,"-"
1,38.33,4.415,2,1,2,8,0.125,1,1,0,0,1,160,0,"-"
2,29.42,1.25,2,1,2,4,0.25,1,2,2,2,1,400,108,"-"
2,22.67,0.75,2,1,7,8,1.585,1,2,1,1,1,400,9,"-"
2,32.25,14,3,3,6,3,0,1,2,2,2,1,160,1,"-"
2,29.58,4.75,2,1,10,8,2,1,2,1,1,1,460,68,"-"
2,18.42,10.415,3,3,1,8,0.125,2,1,0,0,1,120,375,"-"
2,22.17,2.25,2,1,7,8,0.125,1,1,0,0,1,160,10,"-"
2,22.67,0.165,2,1,2,5,2.25,1,1,0,0,3,0,0,"+"
2,18.83,0,2,1,11,8,0.665,1,1,0,0,1,160,1,"-"
2,21.58,0.79,3,3,3,8,0.665,1,1,0,0,1,160,0,"-"
2,23.75,12,2,1,2,8,2.085,1,1,0,0,3,80,0,"-"
2,36.08,2.54,2,1,6,3,0,1,1,0,0,1,0,1000,"-"
2,29.25,13,2,1,4,4,0.5,1,1,0,0,1,228,0,"-"
1,19.58,0.665,2,1,13,8,1.665,1,1,0,0,1,220,5,"-"
1,22.92,1.25,2,1,11,8,0.25,1,1,0,0,1,120,809,"-"
1,27.25,0.29,2,1,10,4,0.125,1,2,1,1,1,272,108,"-"
1,38.75,1.5,2,1,6,3,0,1,1,0,0,1,76,0,"-"
2,32.42,2.165,3,3,9,3,0,1,1,0,0,1,120,0,"-"
1,23.75,0.71,2,1,13,8,0.25,1,2,1,1,1,240,4,"-"
2,18.17,2.46,2,1,2,6,0.96,1,2,2,2,1,160,587,"-"
2,40.92,0.5,3,3,10,8,0.5,1,1,0,0,1,130,0,"-"
2,19.5,9.585,2,1,1,8,0.79,1,1,0,0,1,80,350,"-"
2,28.58,3.625,2,1,1,8,0.25,1,1,0,0,1,100,0,"-"
2,35.58,0.75,2,1,9,8,1.5,1,1,0,0,1,231,0,"-"
2,34.17,2.75,2,1,7,1,2.5,1,1,0,0,1,232,200,"-"
2,31.58,0.75,3,3,1,8,3.5,1,1,0,0,1,320,0,"-"
1,52.5,7,2,1,1,4,3,1,1,0,0,1,0,0,"-"
2,36.17,0.42,3,3,13,8,0.29,1,1,0,0,1,309,2,"-"
2,37.33,2.665,2,1,3,8,0.165,1,1,0,0,1,0,501,"-"
1,20.83,8.5,2,1,2,8,0.165,1,1,0,0,1,0,351,"-"
2,24.08,9,2,1,1,8,0.25,1,1,0,0,1,0,0,"-"
2,25.58,0.335,2,1,9,4,3.5,1,1,0,0,1,340,0,"-"
1,35.17,3.75,2,1,6,3,0,1,2,6,6,1,0,200,"-"
2,48.08,3.75,2,1,7,1,1,1,1,0,0,1,100,2,"-"
1,15.83,7.625,2,1,11,8,0.125,1,2,1,1,1,0,160,"-"
1,22.5,0.415,2,1,7,8,0.335,1,1,0,0,3,144,0,"-"
2,21.5,11.5,2,1,7,8,0.5,2,1,0,0,1,100,68,"-"
1,23.58,0.83,2,1,11,8,0.415,1,2,1,1,1,200,11,"-"
1,21.08,5,3,3,6,3,0,1,1,0,0,1,0,0,"-"
2,25.67,3.25,2,1,2,4,2.29,1,2,1,1,1,416,21,"-"
1,38.92,1.665,2,1,1,8,0.25,1,1,0,0,1,0,390,"-"
1,15.75,0.375,2,1,2,8,1,1,1,0,0,1,120,18,"-"
1,28.58,3.75,2,1,2,8,0.25,1,2,1,1,1,40,154,"-"
2,22.25,9,2,1,1,8,0.085,1,1,0,0,1,0,0,"-"
2,29.83,3.5,2,1,2,8,0.165,1,1,0,0,1,216,0,"-"
1,23.5,1.5,2,1,13,8,0.875,1,1,0,0,1,160,0,"-"
2,32.08,4,3,3,3,8,1.5,1,1,0,0,1,120,0,"-"
2,31.08,1.5,3,3,13,8,0.04,1,1,0,0,3,160,0,"-"
2,31.83,0.04,3,3,10,8,0.04,1,1,0,0,1,0,0,"-"
1,21.75,11.75,2,1,2,8,0.25,1,1,0,0,1,180,0,"-"
1,17.92,0.54,2,1,2,8,1.75,1,2,1,1,1,80,5,"-"
2,30.33,0.5,2,1,4,4,0.085,1,1,0,0,3,252,0,"-"
2,51.83,2.04,3,3,6,3,1.5,1,1,0,0,1,120,1,"-"
2,47.17,5.835,2,1,13,8,5.5,1,1,0,0,1,465,150,"-"
2,25.83,12.835,2,1,3,8,0.5,1,1,0,0,1,0,2,"-"
1,50.25,0.835,2,1,1,8,0.5,1,1,0,0,1,240,117,"-"
1,37.33,2.5,2,1,7,4,0.21,1,1,0,0,1,260,246,"-"
1,41.58,1.04,2,1,1,8,0.665,1,1,0,0,1,240,237,"-"
1,30.58,10.665,2,1,11,4,0.085,1,2,12,12,1,129,3,"-"
2,19.42,7.25,2,1,10,8,0.04,1,2,1,1,1,100,1,"-"
1,17.92,10.21,2,1,6,3,0,1,1,0,0,1,0,50,"-"
1,20.08,1.25,2,1,2,8,0,1,1,0,0,1,0,0,"-"
2,19.5,0.29,2,1,9,8,0.29,1,1,0,0,1,280,364,"-"
2,27.83,1,3,3,4,4,3,1,1,0,0,1,176,537,"-"
2,17.08,3.29,2,1,7,8,0.335,1,1,0,0,1,140,2,"-"
2,36.42,0.75,3,3,4,8,0.585,1,1,0,0,1,240,3,"-"
2,40.58,3.29,2,1,10,8,3.5,1,1,0,0,3,400,0,"-"
2,21.08,10.085,3,3,5,4,1.25,1,1,0,0,1,260,0,"-"
1,22.67,0.75,2,1,2,8,2,1,2,2,2,1,200,394,"-"
1,25.25,13.5,3,3,6,3,2,1,2,1,1,1,200,1,"-"
2,17.92,0.205,2,1,1,8,0.04,1,1,0,0,1,280,750,"-"
2,35,3.375,2,1,2,4,8.29,1,1,0,0,1,0,0,"-"
