도로등급, 도로명, 지점ID, 년도, 월, 일, 요일, 방향, 1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종, 합계  
일반국도,국도 48호선,4803-002,2015,01,01,목,상행,27575,844,4639,2589,336,526,15,3,1,33,0,15,36576
일반국도,국도 48호선,4803-002,2015,01,01,목,하행,29548,871,3932,825,38,30,13,3,0,6,0,0,35266
일반국도,국도 48호선,4803-002,2015,01,02,금,상행,32870,941,5835,3218,452,700,19,9,1,45,2,23,44115
일반국도,국도 48호선,4803-002,2015,01,02,금,하행,31398,1116,6727,1852,229,138,65,2,0,11,0,1,41539
일반국도,국도 48호선,4803-002,2015,01,03,토,상행,30401,1043,5754,3213,197,805,36,26,2,64,13,52,41606
일반국도,국도 48호선,4803-002,2015,01,03,토,하행,31979,1051,5385,1243,161,137,31,3,0,10,0,2,40002
일반국도,국도 48호선,4803-002,2015,01,04,일,상행,25918,910,5020,2748,140,750,29,20,2,51,15,40,35643
일반국도,국도 48호선,4803-002,2015,01,04,일,하행,28387,985,3293,674,53,76,5,0,0,3,0,1,33477
일반국도,국도 48호선,4803-002,2015,01,05,월,상행,32931,966,6068,3441,443,754,44,19,2,60,24,36,44788
일반국도,국도 48호선,4803-002,2015,01,05,월,하행,32256,1241,7086,2086,343,250,96,7,0,29,0,6,43400
일반국도,국도 48호선,4803-002,2015,01,06,화,상행,33842,1111,5756,3246,449,650,18,6,1,45,0,21,45145
일반국도,국도 48호선,4803-002,2015,01,06,화,하행,32415,1242,7656,2192,334,256,113,8,1,25,0,7,44249
일반국도,국도 48호선,4803-002,2015,01,07,수,상행,34351,1301,6253,2225,503,612,16,3,4,42,2,18,45330
일반국도,국도 48호선,4803-002,2015,01,07,수,하행,32295,1238,7546,2151,290,285,125,7,0,23,0,1,43961
일반국도,국도 48호선,4803-002,2015,01,08,목,상행,34621,913,5681,3202,498,497,18,2,0,41,0,18,45491
일반국도,국도 48호선,4803-002,2015,01,08,목,하행,32535,1217,7603,2261,375,187,72,4,0,12,0,7,44273
일반국도,국도 48호선,4803-002,2015,01,09,금,상행,35731,951,5847,3329,506,513,13,4,0,44,2,19,46959
일반국도,국도 48호선,4803-002,2015,01,09,금,하행,33353,1312,7784,2132,345,256,92,11,0,25,0,3,45313
일반국도,국도 48호선,4803-002,2015,01,10,토,상행,32395,955,5953,3377,186,794,39,26,3,57,22,41,43848
일반국도,국도 48호선,4803-002,2015,01,10,토,하행,34618,1083,5629,1288,163,195,50,6,0,17,0,4,43053
일반국도,국도 48호선,4803-002,2015,01,11,일,상행,27113,1019,5273,2867,124,670,20,22,3,59,9,39,37218
일반국도,국도 48호선,4803-002,2015,01,11,일,하행,29745,995,3594,789,59,82,4,5,0,4,0,1,35278
일반국도,국도 48호선,4803-002,2015,01,12,월,상행,34361,876,5850,3308,446,511,17,8,2,46,0,23,45448
일반국도,국도 48호선,4803-002,2015,01,12,월,하행,32006,1225,7600,2088,444,163,73,11,0,23,0,6,43639
일반국도,국도 48호선,4803-002,2015,01,13,화,상행,33297,1004,6165,3458,523,843,40,21,4,57,22,47,45481
일반국도,국도 48호선,4803-002,2015,01,13,화,하행,32372,1243,7486,2271,441,212,107,6,0,40,0,7,44185
일반국도,국도 48호선,4803-002,2015,01,14,수,상행,33492,999,6097,3401,522,529,37,26,2,60,13,40,45218
일반국도,국도 48호선,4803-002,2015,01,14,수,하행,32600,1243,7390,2133,380,250,107,8,0,26,0,6,44143
일반국도,국도 48호선,4803-002,2015,01,15,목,상행,34599,953,5967,3273,547,722,19,6,2,44,2,20,46154
일반국도,국도 48호선,4803-002,2015,01,15,목,하행,32951,1261,7395,2142,437,200,115,11,0,40,0,3,44555
일반국도,국도 48호선,4803-002,2015,01,16,금,상행,33488,1248,6913,3573,492,999,43,31,13,84,19,40,46943
일반국도,국도 48호선,4803-002,2015,01,16,금,하행,33783,1299,7520,2040,427,228,93,8,0,40,0,5,45443
일반국도,국도 48호선,4803-002,2015,01,17,토,상행,33320,999,6152,3315,188,1105,20,9,2,51,2,34,45197
일반국도,국도 48호선,4803-002,2015,01,17,토,하행,33830,972,6014,1383,160,253,43,4,0,19,0,2,42680
일반국도,국도 48호선,4803-002,2015,01,18,일,상행,26389,964,5276,2807,123,660,19,16,2,51,9,37,36353
일반국도,국도 48호선,4803-002,2015,01,18,일,하행,28375,998,3897,725,48,100,11,1,0,6,0,1,34162
일반국도,국도 48호선,4803-002,2015,01,19,월,상행,32326,1025,5951,3270,469,419,30,22,3,147,8,37,43707
일반국도,국도 48호선,4803-002,2015,01,19,월,하행,31085,1230,7206,1984,292,192,79,6,0,19,0,4,42097
일반국도,국도 48호선,4803-002,2015,01,20,화,상행,33743,1346,6279,3231,458,557,46,21,2,67,25,38,45813
일반국도,국도 48호선,4803-002,2015,01,20,화,하행,32400,1197,7778,2277,331,290,87,7,0,33,0,5,44405
일반국도,국도 48호선,4803-002,2015,01,21,수,상행,33300,1446,6768,2857,568,515,45,22,2,62,23,44,45652
일반국도,국도 48호선,4803-002,2015,01,21,수,하행,33188,1182,7517,2090,518,398,107,11,0,22,0,3,45036
일반국도,국도 48호선,4803-002,2015,01,22,목,상행,34903,1144,6325,2135,512,819,19,7,4,47,0,24,45939
일반국도,국도 48호선,4803-002,2015,01,22,목,하행,33434,1239,7569,1989,394,528,67,7,0,22,0,9,45258
일반국도,국도 48호선,4803-002,2015,01,23,금,상행,35551,1302,6340,2712,518,740,19,6,12,44,3,21,47268
일반국도,국도 48호선,4803-002,2015,01,23,금,하행,34361,1310,7634,2040,497,257,104,11,0,29,0,3,46246
일반국도,국도 48호선,4803-002,2015,01,24,토,상행,33411,1259,6062,3162,185,948,20,0,2,45,0,28,45122
일반국도,국도 48호선,4803-002,2015,01,24,토,하행,35440,1016,5697,1337,250,251,56,2,0,24,0,2,44075
일반국도,국도 48호선,4803-002,2015,01,25,일,상행,25808,836,4933,2518,116,688,11,5,2,38,0,26,34981
일반국도,국도 48호선,4803-002,2015,01,25,일,하행,28642,967,3476,708,67,86,4,2,0,5,0,0,33957
일반국도,국도 48호선,4803-002,2015,01,26,월,상행,32940,1151,5992,3271,519,382,36,20,2,54,6,35,44408
일반국도,국도 48호선,4803-002,2015,01,26,월,하행,32298,1207,7156,2012,399,244,70,5,0,22,0,5,43418
일반국도,국도 48호선,4803-002,2015,01,27,화,상행,33746,1383,6686,2771,603,354,55,31,4,136,11,47,45827
일반국도,국도 48호선,4803-002,2015,01,27,화,하행,32948,1241,7979,2271,385,260,81,7,0,20,0,5,45197
일반국도,국도 48호선,4803-002,2015,01,28,수,상행,33255,1321,6277,3287,524,369,19,10,4,48,2,26,45142
일반국도,국도 48호선,4803-002,2015,01,28,수,하행,32737,1190,7577,2223,344,206,84,12,0,19,0,6,44398
일반국도,국도 48호선,4803-002,2015,01,29,목,상행,32927,1294,6088,3693,579,531,19,7,4,45,2,24,45213
일반국도,국도 48호선,4803-002,2015,01,29,목,하행,32698,1260,7469,2263,427,193,83,6,0,23,0,2,44424
일반국도,국도 48호선,4803-002,2015,01,30,금,상행,33408,1466,6531,3642,529,565,25,14,5,53,9,25,46272
일반국도,국도 48호선,4803-002,2015,01,30,금,하행,33573,1257,7741,2290,466,214,94,9,0,26,0,7,45677
일반국도,국도 48호선,4803-002,2015,01,31,토,상행,32194,1343,5801,3374,161,870,23,12,23,64,1,15,43881
일반국도,국도 48호선,4803-002,2015,01,31,토,하행,33712,1029,5862,1446,315,175,43,6,0,23,0,1,42612
일반국도,국도 48호선,4803-002,2015,02,01,일,상행,26552,1253,4921,3397,177,897,24,16,18,53,11,20,37339
일반국도,국도 48호선,4803-002,2015,02,01,일,하행,28931,963,3633,823,50,84,11,4,0,5,0,10,34514
일반국도,국도 48호선,4803-002,2015,02,02,월,상행,31012,1441,6318,4909,329,1583,50,26,18,70,17,36,45809
일반국도,국도 48호선,4803-002,2015,02,02,월,하행,33098,1192,7762,2141,464,291,82,6,0,25,0,2,45063
일반국도,국도 48호선,4803-002,2015,02,03,화,상행,33491,1345,5951,3996,251,936,17,8,7,53,3,21,46079
일반국도,국도 48호선,4803-002,2015,02,03,화,하행,33219,1222,7558,2241,482,327,119,4,0,15,0,4,45191
일반국도,국도 48호선,4803-002,2015,02,04,수,상행,33585,1298,5751,3518,273,1586,15,6,14,43,3,18,46110
일반국도,국도 48호선,4803-002,2015,02,04,수,하행,33564,1239,7588,2226,388,293,92,10,0,27,0,5,45432
일반국도,국도 48호선,4803-002,2015,02,05,목,상행,33660,1468,6845,2955,276,972,26,28,6,69,17,41,46363
일반국도,국도 48호선,4803-002,2015,02,05,목,하행,33570,1226,7504,2270,521,285,108,9,0,25,0,11,45529
일반국도,국도 48호선,4803-002,2015,02,06,금,상행,33604,1343,7046,3422,330,700,71,49,2,72,18,61,46718
일반국도,국도 48호선,4803-002,2015,02,06,금,하행,34868,1312,7758,2219,451,264,91,10,0,28,0,5,47006
일반국도,국도 48호선,4803-002,2015,02,07,토,상행,32755,1238,6605,2946,289,706,30,13,0,47,2,27,44658
일반국도,국도 48호선,4803-002,2015,02,07,토,하행,35287,1093,6204,1419,305,252,72,4,0,24,0,6,44666
일반국도,국도 48호선,4803-002,2015,02,08,일,상행,27113,1042,4622,2327,269,233,11,1,1,42,0,10,35671
일반국도,국도 48호선,4803-002,2015,02,08,일,하행,28140,912,3986,884,65,85,4,1,0,2,0,1,34080
일반국도,국도 48호선,4803-002,2015,02,09,월,상행,31380,1297,6711,3711,344,705,51,36,3,75,25,45,44383
일반국도,국도 48호선,4803-002,2015,02,09,월,하행,31932,1172,7621,2154,427,155,74,11,0,13,0,4,43563
일반국도,국도 48호선,4803-002,2015,02,10,화,상행,32510,1093,6421,3860,273,1184,37,24,18,76,25,35,45556
일반국도,국도 48호선,4803-002,2015,02,10,화,하행,33421,1215,7632,2256,366,267,104,4,0,32,0,1,45298
일반국도,국도 48호선,4803-002,2015,02,11,수,상행,35532,1393,6078,3058,258,621,23,11,14,57,3,27,47075
일반국도,국도 48호선,4803-002,2015,02,11,수,하행,34319,1289,7826,2126,512,225,130,13,0,36,0,17,46493
일반국도,국도 48호선,4803-002,2015,02,12,목,상행,36045,1141,6420,2957,346,623,28,10,12,119,5,25,47731
일반국도,국도 48호선,4803-002,2015,02,12,목,하행,35566,1267,8103,2366,453,275,104,15,0,32,0,6,48187
일반국도,국도 48호선,4803-002,2015,02,13,금,상행,36589,878,6164,3593,251,780,27,11,4,52,2,25,48376
일반국도,국도 48호선,4803-002,2015,02,13,금,하행,35731,1294,8011,2310,406,294,113,12,0,29,0,4,48204
일반국도,국도 48호선,4803-002,2015,02,14,토,상행,34247,961,5885,3597,212,772,45,22,4,72,25,45,45887
일반국도,국도 48호선,4803-002,2015,02,14,토,하행,35219,1077,6155,1554,586,416,84,11,0,40,0,6,45148
일반국도,국도 48호선,4803-002,2015,02,15,일,상행,28430,1381,5084,2031,133,400,8,3,10,118,0,24,37622
일반국도,국도 48호선,4803-002,2015,02,15,일,하행,29333,908,3468,738,296,169,31,3,0,9,0,4,34959
일반국도,국도 48호선,4803-002,2015,02,16,월,상행,33050,1390,6686,2673,296,528,39,26,7,110,24,35,44864
일반국도,국도 48호선,4803-002,2015,02,16,월,하행,34017,1160,7309,1864,337,279,59,4,0,26,0,1,45056
일반국도,국도 48호선,4803-002,2015,02,17,화,상행,34991,1175,6636,3498,281,798,39,27,22,72,34,43,47616
일반국도,국도 48호선,4803-002,2015,02,17,화,하행,35912,1143,6637,1662,311,234,43,7,0,16,0,2,45967
일반국도,국도 48호선,4803-002,2015,02,18,수,상행,27418,1090,5145,2696,525,275,21,11,0,38,2,22,37243
일반국도,국도 48호선,4803-002,2015,02,18,수,하행,29817,840,3508,721,124,43,3,0,0,3,0,0,35059
일반국도,국도 48호선,4803-002,2015,02,19,목,상행,35255,1294,5883,3054,537,156,14,2,0,33,0,6,46234
일반국도,국도 48호선,4803-002,2015,02,19,목,하행,35576,675,3437,404,147,27,0,0,0,0,0,0,40266
일반국도,국도 48호선,4803-002,2015,02,20,금,상행,26711,1285,5433,3176,185,348,38,30,3,69,14,23,37315
일반국도,국도 48호선,4803-002,2015,02,20,금,하행,30766,734,2761,470,190,32,0,1,0,0,0,0,34954
일반국도,국도 48호선,4803-002,2015,02,21,토,상행,25442,1152,4548,2858,181,732,26,19,15,52,18,16,35059
일반국도,국도 48호선,4803-002,2015,02,21,토,하행,29098,886,3313,622,140,34,5,1,0,0,0,0,34099
일반국도,국도 48호선,4803-002,2015,02,22,일,상행,25379,1089,4723,3230,232,940,26,13,10,45,4,23,35714
일반국도,국도 48호선,4803-002,2015,02,22,일,하행,27097,849,3021,680,167,23,5,2,0,2,0,0,31846
일반국도,국도 48호선,4803-002,2015,02,23,월,상행,33125,1781,7020,2699,242,503,27,19,10,124,13,28,45591
일반국도,국도 48호선,4803-002,2015,02,23,월,하행,33535,1092,7356,1970,503,212,81,5,0,24,0,10,44788
일반국도,국도 48호선,4803-002,2015,02,24,화,상행,34524,1475,6884,2636,266,529,40,34,9,174,19,36,46626
일반국도,국도 48호선,4803-002,2015,02,24,화,하행,34397,1190,7600,2165,591,307,126,5,0,30,0,11,46422
일반국도,국도 48호선,4803-002,2015,02,25,수,상행,35730,1173,6669,3078,272,549,26,22,10,71,24,41,47665
일반국도,국도 48호선,4803-002,2015,02,25,수,하행,34955,1100,7604,2063,687,265,124,13,0,23,0,11,46845
일반국도,국도 48호선,4803-002,2015,02,26,목,상행,35593,1257,5988,3297,263,818,20,4,13,43,3,18,47317
일반국도,국도 48호선,4803-002,2015,02,26,목,하행,35058,1206,7490,2063,583,341,150,14,1,35,0,10,46951
일반국도,국도 48호선,4803-002,2015,02,27,금,상행,36592,1206,6627,3391,274,559,35,23,14,67,20,46,48854
일반국도,국도 48호선,4803-002,2015,02,27,금,하행,36053,1205,8017,2216,529,313,125,15,0,22,0,15,48510
일반국도,국도 48호선,4803-002,2015,02,28,토,상행,36146,1265,5952,3213,247,837,27,11,10,55,3,36,47802
일반국도,국도 48호선,4803-002,2015,02,28,토,하행,36776,1023,5917,1280,381,241,85,5,0,23,0,4,45735
일반국도,국도 48호선,4803-002,2015,03,01,일,상행,31985,1087,5035,1908,179,632,14,4,5,42,0,27,40918
일반국도,국도 48호선,4803-002,2015,03,01,일,하행,31637,991,3760,747,157,128,17,1,0,4,0,0,37442
일반국도,국도 48호선,4803-002,2015,03,02,월,상행,35328,1497,5588,3180,299,568,17,4,7,155,0,20,46663
일반국도,국도 48호선,4803-002,2015,03,02,월,하행,34052,1145,7723,2072,606,367,97,9,0,32,0,3,46106
일반국도,국도 48호선,4803-002,2015,03,03,화,상행,35421,941,5375,2084,211,522,21,8,2,46,0,22,44653
일반국도,국도 48호선,4803-002,2015,03,03,화,하행,33313,1241,7152,2032,400,220,97,10,0,31,0,8,44504
일반국도,국도 48호선,4803-002,2015,03,04,수,상행,35039,1815,5878,2673,280,625,47,33,5,66,26,45,46532
일반국도,국도 48호선,4803-002,2015,03,04,수,하행,34204,1206,7754,2241,413,225,89,13,0,32,0,12,46189
일반국도,국도 48호선,4803-002,2015,03,05,목,상행,36035,1273,5679,2286,280,646,23,17,5,50,2,26,46322
일반국도,국도 48호선,4803-002,2015,03,05,목,하행,34030,1286,7468,2213,431,318,113,7,0,26,0,7,45899
일반국도,국도 48호선,4803-002,2015,03,06,금,상행,36892,1499,5634,2594,335,589,22,11,10,172,0,19,47777
일반국도,국도 48호선,4803-002,2015,03,06,금,하행,34996,1251,7667,2200,553,264,99,11,0,32,0,8,47081
일반국도,국도 48호선,4803-002,2015,03,07,토,상행,35002,1958,6142,2811,313,531,52,24,6,175,22,55,47091
일반국도,국도 48호선,4803-002,2015,03,07,토,하행,36706,1008,6053,1307,565,259,81,4,0,20,0,8,46011
일반국도,국도 48호선,4803-002,2015,03,08,일,상행,29670,1166,5150,3128,180,391,31,23,3,51,15,35,39843
일반국도,국도 48호선,4803-002,2015,03,08,일,하행,31979,851,3527,680,333,94,14,7,0,8,0,1,37494
일반국도,국도 48호선,4803-002,2015,03,09,월,상행,36522,1123,5606,2083,236,270,20,8,2,65,2,23,45960
일반국도,국도 48호선,4803-002,2015,03,09,월,하행,33824,1138,7705,2051,620,241,90,7,0,26,0,6,45708
일반국도,국도 48호선,4803-002,2015,03,10,화,상행,34639,1773,5653,2694,274,446,28,12,7,191,1,25,45743
일반국도,국도 48호선,4803-002,2015,03,10,화,하행,33237,1151,7454,2303,491,246,113,10,0,23,0,5,45033
일반국도,국도 48호선,4803-002,2015,03,11,수,상행,34688,1179,5716,3521,306,365,49,30,2,110,14,36,46016
일반국도,국도 48호선,4803-002,2015,03,11,수,하행,33738,1176,7551,2103,468,191,116,13,0,15,0,6,45377
일반국도,국도 48호선,4803-002,2015,03,12,목,상행,35646,1297,5870,2933,434,598,47,19,6,67,13,42,46972
일반국도,국도 48호선,4803-002,2015,03,12,목,하행,34315,1058,7708,2203,703,277,104,13,0,25,0,5,46411
일반국도,국도 48호선,4803-002,2015,03,13,금,상행,36102,1983,6110,3073,302,617,31,35,6,60,30,48,48397
일반국도,국도 48호선,4803-002,2015,03,13,금,하행,35198,1023,7450,1986,808,221,104,13,0,39,0,5,46847
일반국도,국도 48호선,4803-002,2015,03,14,토,상행,36738,1346,5917,3254,260,1008,30,7,14,54,3,31,48662
일반국도,국도 48호선,4803-002,2015,03,14,토,하행,36649,877,5873,1279,549,196,54,6,0,23,0,9,45515
일반국도,국도 48호선,4803-002,2015,03,15,일,상행,29545,1777,5123,2358,201,741,35,13,12,58,14,39,39916
일반국도,국도 48호선,4803-002,2015,03,15,일,하행,31958,803,3776,672,393,125,6,6,0,7,0,6,37752
일반국도,국도 48호선,4803-002,2015,03,16,월,상행,34530,1206,5948,3607,320,357,39,38,1,142,19,44,46251
일반국도,국도 48호선,4803-002,2015,03,16,월,하행,33933,985,7286,1937,736,205,89,11,0,33,0,9,45224
일반국도,국도 48호선,4803-002,2015,03,17,화,상행,36151,1221,5857,2272,402,421,41,27,2,157,10,37,46598
일반국도,국도 48호선,4803-002,2015,03,17,화,하행,34474,1016,7420,2063,896,295,152,11,0,50,0,8,46385
일반국도,국도 48호선,4803-002,2015,03,18,수,상행,35853,1106,5395,2002,335,326,24,10,2,121,0,20,45194
일반국도,국도 48호선,4803-002,2015,03,18,수,하행,33012,1039,6745,1878,911,459,138,10,0,53,0,12,44257
일반국도,국도 48호선,4803-002,2015,03,19,목,상행,36799,1172,5843,2212,281,339,36,23,2,77,8,34,46826
일반국도,국도 48호선,4803-002,2015,03,19,목,하행,34836,1032,7210,1990,774,304,95,17,0,28,0,3,46289
일반국도,국도 48호선,4803-002,2015,03,20,금,상행,39012,1017,5685,2080,230,492,17,10,2,43,0,19,48607
일반국도,국도 48호선,4803-002,2015,03,20,금,하행,35724,1018,7324,2040,968,364,126,12,0,47,0,16,47639
일반국도,국도 48호선,4803-002,2015,03,21,토,상행,35820,1181,6098,3702,232,237,39,22,3,112,25,45,47516
일반국도,국도 48호선,4803-002,2015,03,21,토,하행,37208,926,5610,1191,712,247,111,5,0,30,0,17,46057
일반국도,국도 48호선,4803-002,2015,03,22,일,상행,31745,1005,5008,2995,164,226,9,2,2,76,0,24,41256
일반국도,국도 48호선,4803-002,2015,03,22,일,하행,32846,723,3851,659,470,126,20,3,0,6,0,6,38710
일반국도,국도 48호선,4803-002,2015,03,23,월,상행,34707,1160,5967,3604,290,338,35,28,2,97,23,47,46298
일반국도,국도 48호선,4803-002,2015,03,23,월,하행,34092,1072,7521,1992,820,320,132,10,0,39,0,5,46003
일반국도,국도 48호선,4803-002,2015,03,24,화,상행,36921,1020,5629,2118,316,304,23,11,3,119,2,26,46492
일반국도,국도 48호선,4803-002,2015,03,24,화,하행,33913,1032,7373,2173,890,430,180,15,0,35,0,10,46051
일반국도,국도 48호선,4803-002,2015,03,25,수,상행,37543,1072,5612,2002,307,375,17,11,3,142,1,18,47103
일반국도,국도 48호선,4803-002,2015,03,25,수,하행,34323,988,7339,1969,823,470,169,15,0,35,0,11,46142
일반국도,국도 48호선,4803-002,2015,03,26,목,상행,37017,1126,5756,2100,286,302,24,17,0,91,11,25,46755
일반국도,국도 48호선,4803-002,2015,03,26,목,하행,33976,957,7448,2003,852,434,201,10,0,46,0,13,45940
일반국도,국도 48호선,4803-002,2015,03,27,금,상행,35476,1768,6137,3334,339,1143,32,30,13,72,22,32,48398
일반국도,국도 48호선,4803-002,2015,03,27,금,하행,35615,986,7601,1956,929,308,145,11,0,35,1,21,47608
일반국도,국도 48호선,4803-002,2015,03,28,토,상행,35179,1327,6095,3684,262,547,29,31,4,71,27,44,47300
일반국도,국도 48호선,4803-002,2015,03,28,토,하행,36580,844,5466,1207,627,212,93,6,0,26,0,10,45071
일반국도,국도 48호선,4803-002,2015,03,29,일,상행,30104,1230,5169,3176,180,443,26,15,3,58,14,42,40460
일반국도,국도 48호선,4803-002,2015,03,29,일,하행,32048,714,3482,619,530,122,19,3,0,8,0,10,37555
일반국도,국도 48호선,4803-002,2015,03,30,월,상행,35756,1763,5477,2373,380,464,17,7,5,177,3,19,46441
일반국도,국도 48호선,4803-002,2015,03,30,월,하행,34409,1005,7290,1885,1046,219,111,15,0,39,0,6,46025
일반국도,국도 48호선,4803-002,2015,03,31,화,상행,34477,1070,5745,3507,220,227,41,29,2,107,14,36,45475
일반국도,국도 48호선,4803-002,2015,03,31,화,하행,33827,907,7194,1896,1092,226,139,12,0,55,0,26,45374
일반국도,국도 48호선,4803-002,2015,04,01,수,상행,35880,1329,5897,2181,247,272,40,25,3,78,21,155,46128
일반국도,국도 48호선,4803-002,2015,04,01,수,하행,34487,1021,7136,1981,983,265,112,11,0,39,0,14,46049
